title,year,pages,key_words,abstract,DOI,type
Learning Security QA from the Vulnerability Researchers.,2003.0,29,Computer Architecture|MLOps|Languages & Compilers|Operating Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Learning Security QA from the Vulnerability Researchers.,journals/usenix-login/Wysopal03,demo paper
Feedback control for rotational movements in feature space.,2014.0,24,Computer Architecture|MLOps|Languages & Compilers|Data Processing|Operating Systems|Computer Networking|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science,Feedback control for rotational movements in feature space.,journals/cgf/BornoFHL14,poster
"Theoretical calculations of extraction selectivity: Alkali cation complexes of calix[4]-bis-crown6 in pure water, chloroform, and at a water/chloroform interface.",1996.0,10,Databases|Computer Architecture|Computer Networking|Big Data|Distributed Systems|Data structures & Algorithms|Data Science|Databases,"Theoretical calculations of extraction selectivity: Alkali cation complexes of calix[4]-bis-crown6 in pure water, chloroform, and at a water/chloroform interface.",journals/jcc/VarnekW96,demo paper
Adaptive Particle Filter for Data Fusion of Multiple Cameras.,2007.0,28,Languages & Compilers|Mathematics for Computer Science|Information Systems|Machine Learning|Data Modeling,Adaptive Particle Filter for Data Fusion of Multiple Cameras.,journals/vlsisp/WangWK07,short paper
A method to track cortical surface deformations using a laser range scanner.,2005.0,28,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|MLOps|Indexing|Information Systems,A method to track cortical surface deformations using a laser range scanner.,journals/tmi/SinhaDDCWTWM05,short paper
Faster Approximate Diameter and Distance Oracles in Planar Graphs.,2019.0,28,Databases|MLOps|Operating Systems|Computer Science|Hardware|Data Science|Machine Learning,Faster Approximate Diameter and Distance Oracles in Planar Graphs.,journals/algorithmica/ChanS19,short paper
Communication Quality Prediction for Internet of Vehicle (IoV) Networks: An Elman Approach.,2022.0,19,Computer Architecture|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science|Databases|Machine Learning|Data Modeling,Communication Quality Prediction for Internet of Vehicle (IoV) Networks: An Elman Approach.,journals/tits/XuZKLMY22,full paper
WPS orchestration using the Taverna workbench: The eScience approach.,2012.0,26,Databases|Computer Architecture|MLOps|Languages & Compilers|Data Processing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Hardware|Machine Learning,WPS orchestration using the Taverna workbench: The eScience approach.,journals/gandc/JesusWGG12,short paper
ReAlignerV: Web-based genomic alignment tool with high specificity and robustness estimated by species-specific insertion sequences.,2008.0,29,MLOps|Data Processing|Operating Systems|Indexing|Computer Science|Hardware|Data Science|Databases|Data Modeling,ReAlignerV: Web-based genomic alignment tool with high specificity and robustness estimated by species-specific insertion sequences.,journals/bmcbi/IwamaHMMI08,full paper
Does Information Technology Investment Influence a Firm's Market Value? A Case of Non-Publicly Traded Healthcare Firms.,2012.0,15,Databases|Computer Architecture|Data Processing|Operating Systems|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases|Data Modeling,Does Information Technology Investment Influence a Firm's Market Value? A Case of Non-Publicly Traded Healthcare Firms.,journals/misq/KohliDO12,poster
Epistemology and economics.,2013.0,19,Computer Networking|Languages & Compilers|Big Data|Computer Science|Hardware|Data Science|Data Modeling,Epistemology and economics.,journals/synthese/Helzner13,poster
Towards a logical reconstruction of structured modeling.,1993.0,17,Databases|Computer Architecture|Operating Systems|Big Data|Distributed Systems|Computer Science|Information Systems|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Towards a logical reconstruction of structured modeling.,journals/dss/ChariK93,full paper
Stepping out of the shallows.,2010.0,10,Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Computer Science|Information Systems|Hardware|Databases|Machine Learning,Stepping out of the shallows.,journals/interactions/Wright10a,short paper
Energy-saving distributed monitoring-based firefly algorithm in wireless sensors networks.,2022.0,28,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Operating Systems|Indexing|Big Data|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Machine Learning,Energy-saving distributed monitoring-based firefly algorithm in wireless sensors networks.,journals/tjs/IdreesC22,poster
Recent trends indicate rapid growth of nature-inspired optimization in academia and industry.,2011.0,29,Databases|Computer Architecture|Computer Networking|MLOps|Operating Systems|Indexing|Distributed Systems|Hardware|Data Science|Databases,Recent trends indicate rapid growth of nature-inspired optimization in academia and industry.,journals/computing/Whitacre11,short paper
"Corrigendum to ""Stable matchings and preferences of couples"" [J. Econ. Theory 121 (1) (2005) 75-106].",2009.0,20,Computer Architecture|Indexing|Big Data|Computer Science|Hardware|Data Science|Data Modeling,"Corrigendum to ""Stable matchings and preferences of couples"" [J. Econ. Theory 121 (1) (2005) 75-106].",journals/jet/KlausKN09,full paper
A Residual Analysis-Based Improved Particle Filter in Mobile Localization for Wireless Sensor Networks.,2018.0,19,Databases|Data Science|Data Processing|Data Modeling,A Residual Analysis-Based Improved Particle Filter in Mobile Localization for Wireless Sensor Networks.,journals/sensors/ChengFW18,demo paper
Enhance VR: A Multisensory Approach to Cognitive Training and Monitoring.,2022.0,23,Computer Architecture|Computer Networking|Languages & Compilers|Data Processing|Operating Systems|Mathematics for Computer Science|Information Systems|Data Modeling,Enhance VR: A Multisensory Approach to Cognitive Training and Monitoring.,journals/fdgth/Brugada-Ramentol22,short paper
New Depth From Focus Filters in Active Monocular Vision Systems for Indoor 3-D Tracking.,2015.0,13,Databases|Computer Architecture|MLOps|Data Processing|Big Data|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Databases|Data Modeling,New Depth From Focus Filters in Active Monocular Vision Systems for Indoor 3-D Tracking.,journals/tcst/GasparO15,poster
DVB - vom Digitalen Fernsehen zum Datenrundfunk.,1997.0,22,Computer Architecture|Computer Networking|Languages & Compilers|Mathematics for Computer Science|Data Science|Machine Learning,DVB - vom Digitalen Fernsehen zum Datenrundfunk.,journals/pik/Reimers97,demo paper
Dynamic QoS control of multimedia applications based on ,1996.0,29,Computer Architecture|Computer Networking|Languages & Compilers|Mathematics for Computer Science|Data Science|Databases|Data Modeling,Dynamic QoS control of multimedia applications based on ,journals/comcom/BusseDS96,poster
"Survey on test case generation, selection and prioritization for cyber-physical systems.",2022.0,16,Databases|Computer Architecture|Languages & Compilers|Big Data|Computer Science|Hardware|Data Science|Machine Learning|Data Modeling,"Survey on test case generation, selection and prioritization for cyber-physical systems.",journals/stvr/Sadri-Moshkenani22,short paper
Internet of vehicle's resource management in 5G networks using AI technologies: Current status and trends.,2022.0,20,Databases|Computer Architecture|Computer Networking|Data Processing|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Databases|Data Modeling,Internet of vehicle's resource management in 5G networks using AI technologies: Current status and trends.,journals/iet-com/ElfatihHKGSAH22,poster
Asymptotically optimal quantizers for detection of I.I.D. data.,1989.0,13,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Big Data|Computer Science|Mathematics for Computer Science|Data Science|Data Modeling,Asymptotically optimal quantizers for detection of I.I.D. data.,journals/tit/BenitzB89,demo paper
Moby: A Blackout-Resistant Anonymity Network for Mobile Devices.,2022.0,22,Databases|Computer Architecture|Computer Networking|Data Processing|Operating Systems|Indexing|Big Data|Information Systems|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Moby: A Blackout-Resistant Anonymity Network for Mobile Devices.,journals/popets/PradeepJWRCBF22,demo paper
Processing of Noise Radar Waveforms using Block Least Mean Squares Algorithm.,2012.0,13,Computer Networking|MLOps|Languages & Compilers|Operating Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Processing of Noise Radar Waveforms using Block Least Mean Squares Algorithm.,journals/taes/MellerT12,short paper
Water Management in Agriculture: A Survey on Current Challenges and Technological Solutions.,2020.0,19,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Operating Systems|Indexing|Hardware|Data Science|Databases|Machine Learning,Water Management in Agriculture: A Survey on Current Challenges and Technological Solutions.,journals/access/SaadBG20,demo paper
Automatic analysis of electronic digital circuits using list processing.,1966.0,16,Computer Architecture|Computer Networking|Languages & Compilers|MLOps|Operating Systems|Data Processing|Big Data|Mathematics for Computer Science|Hardware|Data Science|Machine Learning,Automatic analysis of electronic digital circuits using list processing.,journals/cacm/Shalla66,poster
Expected model for portfolio selection with random fuzzy returns.,2008.0,27,Databases|Computer Networking|Operating Systems|Distributed Systems|Information Systems|Data structures & Algorithms|Hardware|Machine Learning|Data Modeling,Expected model for portfolio selection with random fuzzy returns.,journals/ijgs/Huang08,poster
Modified Magnitude-Phase Spectrum Information for Spoofing Detection.,2021.0,14,Databases|Computer Architecture|Data Processing|Computer Science|Data Science,Modified Magnitude-Phase Spectrum Information for Spoofing Detection.,journals/taslp/YangWDQ21,demo paper
Reduced Prediction Saturation and View Effects for Estimating the Leaf Area Index of Winter Wheat.,2019.0,24,Databases|Computer Architecture|Computer Networking|Operating Systems|Computer Science|Information Systems|Data Science|Databases|Data Modeling,Reduced Prediction Saturation and View Effects for Estimating the Leaf Area Index of Winter Wheat.,journals/tgrs/HeCWFG19,poster
Calculation and Analysis of Constant Stiffness Space for Redundant Cable-Driven Parallel Robots.,2019.0,19,Computer Architecture|Computer Networking|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Machine Learning,Calculation and Analysis of Constant Stiffness Space for Redundant Cable-Driven Parallel Robots.,journals/access/CuiTHSW19,demo paper
