name,area,type
Confidence intervals for an ordinal effect size measure based on partially validated series.,Data Management,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Computer Architecture,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Computer Networking,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Languages & Compilers,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Distributed Systems,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Mathematics for Computer Science,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Data Science,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Databases,paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,Machine Learning,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Data Management,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Computer Architecture,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Languages & Compilers,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Operating Systems,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Indexing,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Mathematics for Computer Science,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Information Systems,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Data structures & Algorithms,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Data Science,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Databases,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Machine Learning,paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,Data Modeling,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Data Management,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Computer Architecture,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Computer Networking,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Languages & Compilers,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,MLOps,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Operating Systems,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Big Data,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Distributed Systems,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Computer Science,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Data Science,paper
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,Databases,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Data Management,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Computer Architecture,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Computer Networking,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Languages & Compilers,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,MLOps,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Operating Systems,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Indexing,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Big Data,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Distributed Systems,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Mathematics for Computer Science,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Data structures & Algorithms,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Hardware,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Data Science,paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,Databases,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Computer Architecture,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,MLOps,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Computer Networking,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Languages & Compilers,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Data Processing,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Operating Systems,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Indexing,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Big Data,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Distributed Systems,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Information Systems,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Data structures & Algorithms,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Data Science,paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,Databases,paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,Computer Architecture,paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,Operating Systems,paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,Mathematics for Computer Science,paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,Data structures & Algorithms,paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,Machine Learning,paper
Book review.,Data Management,paper
Book review.,Computer Architecture,paper
Book review.,Computer Networking,paper
Book review.,Data Processing,paper
Book review.,Indexing,paper
Book review.,Distributed Systems,paper
Book review.,Mathematics for Computer Science,paper
Book review.,Hardware,paper
Book review.,Data Science,paper
Book review.,Databases,paper
Book review.,Machine Learning,paper
Book review.,Data Modeling,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,Computer Architecture,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,MLOps,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,Computer Networking,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,Data Processing,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,Operating Systems,paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,Indexing,paper
