title,author
Multi-path dilated convolution network for haze and glow removal in nighttime images.,Shiba Kuanar
Matrix completion-based MIMO radar imaging with sparse planar array.,Ningning Tong
Matrix completion-based MIMO radar imaging with sparse planar array.,Shanshan Ding
Matrix completion-based MIMO radar imaging with sparse planar array.,Xiaoru Zhao
Matrix completion-based MIMO radar imaging with sparse planar array.,Xiaowei Hu 0002
A Fast Channel Assignment Scheme for Emergency Handling in Wireless Body Area Networks.,Sabita Nepal
A Fast Channel Assignment Scheme for Emergency Handling in Wireless Body Area Networks.,Seokjoo Shin
Valley-fold and mountain-fold in the micro-origami technique.,Pablo O. Vaccaro
Valley-fold and mountain-fold in the micro-origami technique.,Shanmugam Saravanan
Valley-fold and mountain-fold in the micro-origami technique.,T. Aida
Valley-fold and mountain-fold in the micro-origami technique.,T. Fleischmann
Survey on Voltage Dip Measurements in Standard Framework.,Daniele Gallo
Survey on Voltage Dip Measurements in Standard Framework.,Edoardo Fiorucci
Survey on Voltage Dip Measurements in Standard Framework.,Mario Luiso
Analyzing Arm's MPAM From the Perspective of Time Predictability.,Daniel Casini
Analyzing Arm's MPAM From the Perspective of Time Predictability.,Matteo Zini
A Per-Unit Hardware-in-the-Loop Simulation of a Fuel Cell/Battery Hybrid Energy System.,Lucia Gauchia
A novel digital fuzzy system for image edge detection based on wrap-gate carbon nanotube transistors.,Keivan Navi
A novel digital fuzzy system for image edge detection based on wrap-gate carbon nanotube transistors.,Mohammad Hossein Moaiyeri
A novel digital fuzzy system for image edge detection based on wrap-gate carbon nanotube transistors.,Mohammad Khaleqi Qaleh Jooq
A novel digital fuzzy system for image edge detection based on wrap-gate carbon nanotube transistors.,Nader Bagherzadeh
On how to understand and acknowledge risk.,Øystein Amundrud
Optimum Microgrid Design for Enhancing Reliability and Supply-Security.,Tarek H. M. El-Fouly
Optimum Microgrid Design for Enhancing Reliability and Supply-Security.,Yasser Abdel-Rady I. Mohamed
P2DCA: A Privacy-Preserving-Based Data Collection and Analysis Framework for IoMT Applications.,Mian Ahmad Jan
P2DCA: A Privacy-Preserving-Based Data Collection and Analysis Framework for IoMT Applications.,Muhammad Usman 0015
P2DCA: A Privacy-Preserving-Based Data Collection and Analysis Framework for IoMT Applications.,Xiangjian He
Heads Up and Camera Down: A Vision-Based Tracking Modality for Mobile Mixed Reality.,Tobias Höllerer
"Editors' Introduction to the Special Issue on ""MATCOS-13 conference"".",Gábor Galambos
Parallel parameter study of the Wigner-Poisson equations for RTDs.,Carl T. Kelley
Parallel parameter study of the Wigner-Poisson equations for RTDs.,Dwight L. Woolard
Parallel parameter study of the Wigner-Poisson equations for RTDs.,Matthew S. Lasater
Parallel parameter study of the Wigner-Poisson equations for RTDs.,Peiji Zhao
Modeling emotional action for social characters.,Hongwei Yang
Modeling emotional action for social characters.,Mingmin Zhang
Modeling emotional action for social characters.,Zhigeng Pan
Robust copyright marking using Weibull distribution.,Harsh Vikram Singh
Robust copyright marking using Weibull distribution.,Suresh Rai
Robust copyright marking using Weibull distribution.,Surya Pal Singh
Energy-efficient transmissions for bursty traffic in underwater sensor networks.,Ming-Wei Lu
What Goes Around: Leveraging a Constant-Curvature Motion Constraint in Radar Odometry.,Matthew Gadd
What Goes Around: Leveraging a Constant-Curvature Motion Constraint in Radar Odometry.,Paul Newman 0001
What Goes Around: Leveraging a Constant-Curvature Motion Constraint in Radar Odometry.,Roberto Aldera
Enumerating the Set of Non-dominated Vectors in Multiple Objective Integer Linear Programming.,John Sylva
Analysing security risks in computer and Radio Frequency Identification (RFID) networks using attack and protection trees.,Kenneth S. Edge
Analysing security risks in computer and Radio Frequency Identification (RFID) networks using attack and protection trees.,Richard A. Raines
Analysing security risks in computer and Radio Frequency Identification (RFID) networks using attack and protection trees.,Robert F. Mills
Adaptive Estimation of Instantaneous Angular Speed for Wind Turbine Planetary Gearbox Fault Detection.,Bingchang Hou
Adaptive Estimation of Instantaneous Angular Speed for Wind Turbine Planetary Gearbox Fault Detection.,Lihua Meng
Adaptive Estimation of Instantaneous Angular Speed for Wind Turbine Planetary Gearbox Fault Detection.,Yi Wang 0043
Individual difference predictors of ICT use in older adulthood: A study of 17 candidate characteristics.,Shelia R. Cotten
Individual difference predictors of ICT use in older adulthood: A study of 17 candidate characteristics.,William J. Chopik
Useful redundancy in parameter and time delay estimation for continuous-time models.,James S. Welsh
Useful redundancy in parameter and time delay estimation for continuous-time models.,Mazen Alamir
Inferring Networks of Diffusion and Influence.,Jure Leskovec
Inferring Networks of Diffusion and Influence.,Manuel Gomez-Rodriguez
Analysis of a Control Mechanism for a Variable Speed Processor.,Benjamin Melamed
Analysis of a Control Mechanism for a Variable Speed Processor.,Bhaskar Sengupta
Analysis of a Control Mechanism for a Variable Speed Processor.,Eugen Schenfeld
Exploiting the edge power: an edge deep learning framework.,Victor C. M. Leung
Exploiting the edge power: an edge deep learning framework.,Xiaoqiang Ma
Exploiting the edge power: an edge deep learning framework.,Xiaoyi Fan
Exploiting the edge power: an edge deep learning framework.,Yutao Huang
Mobile internet enabled sensors using mobile phones as access network.,Per Lindgren
Mobile internet enabled sensors using mobile phones as access network.,Åke Östmark
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Hui You
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Jianjiao Wang
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Wenhe He
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Xiangfu Wei
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Yaping Liu
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Ying Liu
A Novel Symmetrical Peak Fitting Method Based on Improved WOA Algorithm for the Analysis of Microchip Electrophoresis Signals.,Zhipeng Qin
"Belief Ascription, Metaphor, and Intensional Identification.",John A. Barnden
"Belief Ascription, Metaphor, and Intensional Identification.",Yorick Wilks
Challenges and Opportunities Related to Remote Diagnostics: An IT-Based Resource Perspective.,Soumitra Chowdhury
Doubly resolvable Steiner quadruple systems of orders 2,Juanjuan Xu
Doubly resolvable Steiner quadruple systems of orders 2,Lijun Ji
Keeping it simple: Monitoring flood extent in large data-poor wetlands using MODIS SWIR data.,Lin Cassidy
Keeping it simple: Monitoring flood extent in large data-poor wetlands using MODIS SWIR data.,Mike Murray-Hudson
Keeping it simple: Monitoring flood extent in large data-poor wetlands using MODIS SWIR data.,Piotr Wolski
Position-Constrained Stochastic Inference for Cooperative Indoor Localization.,Rico Mendrzik
MOPED: Model Organism Protein Expression Database.,Doron Lancet
MOPED: Model Organism Protein Expression Database.,Eugene Kolker
MOPED: Model Organism Protein Expression Database.,Larissa Stanberry
MOPED: Model Organism Protein Expression Database.,Natali Kolker
MOPED: Model Organism Protein Expression Database.,Roger Higdon
MOPED: Model Organism Protein Expression Database.,William Broomall
MOPED: Model Organism Protein Expression Database.,Winston Haynes
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Gee-Yong Park
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Junbeom Yoo
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Kwang Yong Koh
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Poong-Hyun Seong
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Seungjae Jeon
FBDVerifier: Interactive and Visual Analysis of Counterexample in Formal Verification of Function Block Diagram.,Sung Deok Cha
Modelling of PM,Camillo Silibello
Modelling of PM,E. Angelino
Modelling of PM,E. Buganza
Modelling of PM,E. Peroni
Modelling of PM,G. Fossati
Modelling of PM,Giuseppe Brusasca
Modelling of PM,Giuseppe Calori
SAT-Based Data Mining.,Lakhdar Sais
SAT-Based Data Mining.,Saïd Jabbour
SAT-Based Data Mining.,Yakoub Salhi
Reasoning with disposition using DNA tweezers.,Mandrita Mondal
Enhancing reasoning through reduction of vagueness using fuzzy OWL-2 for representation of breast cancer ontologies.,Olaide Nathaniel Oyelade
Enhancing reasoning through reduction of vagueness using fuzzy OWL-2 for representation of breast cancer ontologies.,Sunday A. Adewuyi
Computational video editing for dialogue-driven scenes.,Anh Truong
Computational video editing for dialogue-driven scenes.,Mackenzie Leake
Computational video editing for dialogue-driven scenes.,Maneesh Agrawala
Approximate discrete dynamics of EMG signal.,Sanjay Kumar Palit
Approximate discrete dynamics of EMG signal.,Sayan Mukherjee 0003
Providing Physical Layer Security for IoTs in the Last Mile.,Paul Ratazzi
Multi-Objective Particle Swarm Optimization Approach for Cost-Based Feature Selection in Classification.,Jian Cheng 0004
Multi-Objective Particle Swarm Optimization Approach for Cost-Based Feature Selection in Classification.,Yong Zhang 0016
Machine Learning With the Sugeno Integral: The Case of Binary Classification.,Sadegh Abbaszadeh
On the Multicast Capacity in Energy-Constrained Lossy Wireless Networks by Exploiting Intrabatch and Interbatch Network Coding.,Song Guo 0001
A Sampling Theory Perspective of Graph-Based Semi-Supervised Learning.,Aly El Gamal
A Sampling Theory Perspective of Graph-Based Semi-Supervised Learning.,Amir Salman Avestimehr
A Sampling Theory Perspective of Graph-Based Semi-Supervised Learning.,Antonio Ortega
Large Margin Methods for Structured and Interdependent Output Variables.,Thomas Hofmann
Large Margin Methods for Structured and Interdependent Output Variables.,Thorsten Joachims
Large Margin Methods for Structured and Interdependent Output Variables.,Yasemin Altun
Outage-Constrained Device-to-Device Links Reuse Maximization and Its Application in Platooning.,Lili Zheng
Outage-Constrained Device-to-Device Links Reuse Maximization and Its Application in Platooning.,Qingji Wen
Foreword.,Elisa Bertino
Mathematical Programming Approach to multiattribute Decision Making under Intuitionistic Fuzzy Environments.,Deng-Feng Li 0001
Evolved attitudes to idiosyncratic and aggregate risk in age-structured populations.,Arthur J. Robson
Self-assembly of strings and languages.,Erzsébet Csuhaj-Varjú
A cognitive pyramid for contextual classification of remote sensing images.,Elisabetta Binaghi
Newton-GMRES Preconditioning for Discontinuous Galerkin Discretizations of the Navier--Stokes Equations.,Jaime Peraire
Biomechanical analysis of artificial lumbar disc.,Pawel Borkowski
Fusion of Moderate Resolution Earth Observations for Operational Crop Type Mapping.,Beth Ziniti
Independent vector analysis for convolutive blind noncircular source separation.,Hefa Zhang
Success Probability in Random Distance Bipolar Wireless Networks.,Min Ouyang
